sample	amp_chr_1p_NOTCH2	amp_chr_1q_CKS1B	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC	amp_chr_8q_MYC_enhancer	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q_CCND1	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q	del_chr_3p	del_chr_3q	del_chr_4p	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q_NFKB2	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q_RB1	del_chr_14q_MAX	del_chr_14q_TRAF3	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p_TP53	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q
MMRF_1252_1_BM_CD138pos_pair	0	1	0.018	0.018	0.018	0.022	0	0.029	0.022	0.023	0.021	0.021	0.02	0.019	0.02	0.016	0.016	0	0	0	0	0	0	0.01	0.009	0	0	0	0	0	0	0	0.024	0.025	0	0	0	0	0.008	0	0.004	0.98	0.98	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.988	0	0.001	0	0.045	0.006	0	0	0.983	0.994	0.994	0.006	0.01	0.014	0.031	0.027	0	0	0.092	0.061	0.982	0.025	0	0.061
MMRF_1260_1_BM_CD138pos_pair	0.016	0.038	0.006	0	1	1	1	1	1	1	0.026	0.026	0	0	0.006	0	0	0.041	0.481	0	0	1	0.994	0.048	0.071	0	0.014	1	0.015	0.015	0	0	0.041	0	1	1	0	0	0	0.042	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0.032	0.005	0	0	0	0	0.007	0.013	0	0	0	0	0.136	0	0	0	0	0	0.013	0.032	0	0.002	0	0	0.005	0.003	0.003	0
MMRF_1261_1_BM_CD138pos_pair	0.043	0.07	0.012	0.026	0	0.062	0	0.019	0	0.03	0.958	0.039	0.016	0.037	0	0.029	0.029	0	0	0	0.001	0.02	0	0	0.061	0	0	0	0	0	0	0.143	0	0	0.76	0	0.037	0	0	0	0	0	0	0	0	0	0.003	0	0.085	0	0.004	0	0	0	0	0	0.053	0	0.977	0.074	0.019	0.001	0	0	0.533	0	0.946	0.873	0.873	0.059	0.065	0.065	0.054	0	0.001	0.001	0	0.098	0	0.008	0.018	0.015
MMRF_1266_1_BM_CD138pos_pair	0	0	0.012	0.019	0.018	0	0.012	0.032	0.04	0.018	0.02	0.02	0.044	0.025	0	0.015	0.015	0.017	0.006	0	0	0.006	0	0	0.005	0	0.007	0.004	0	0	0	0	0	0.026	0	0	0	0.016	0	0	0.078	0.078	0.078	0.026	0	0	0	0.015	0	0	0	0	0	0	0	0	0.659	0	0	0	0.165	0	0	0	0.18	0	0.978	0.006	0.006	0	0.014	0.012	0.045	0.039	0.613	0	0.145	0.072	0.653	0	0.01	1
MMRF_1267_1_BM_CD138pos_pair	0.003	0.084	0	0	0.004	0	0	0	0	0	0.005	0.005	0.002	0.006	0	0	0	0.033	0.952	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0.003	0.004	0	0.004	0.034	0	0.003	0.003	0	0	0	0	0.405	0.006	0	0	0.005	0.002	0.009	0.003	0.001	0.001	0.994	0.994	0.994	0.002	0	0.007	0.001	0.004	0.911	0.002	0	0	0.022	0.022	0.021	0.016
MMRF_1269_1_BM_CD138pos_pair	0	0.976	0	0	0	0	0.006	0.006	0	0	0	0	0.008	0	0	0	0	0.002	0.002	0	0	0.01	0.998	0	0	0	0	0	0.025	0	0	0	0	0	0.018	0.017	0.025	0	0	0.002	0.451	0.984	0.99	0	0.005	0.005	0.004	0.003	0	0	0.004	0.004	0.005	0	0	0.004	0.006	0.006	0	0	0.008	0.006	0	0	0.003	0.002	0.005	0	0.023	0.015	0	0.011	0.001	0.005	0.001	0.001	0	0	0	0.008	0.012	0
MMRF_1270_1_BM_CD138pos_pair	0.075	0	0.013	0.01	0	0	0	0	0.015	0.014	0.99	0	0	0	0.071	0.047	0.047	0	0	0	0	0	0	0.036	0.036	0	0	0	0	0	0	0	0.017	0.017	0	0	0	0	0.034	0	0	0.95	0	0.153	0	0	0.018	0.018	0.832	0.018	0	0	0	0.978	0.033	0.033	0	0	0.845	0.033	0.994	0	0.031	0.014	0	0	0.93	0.889	1	0.034	0.965	0.945	0	0.033	0	0	0.031	0.047	0.96	0.959	0	0.372
MMRF_1274_1_BM_CD138pos_pair	0.003	0.992	0.986	0.014	0	0	0	0	0.973	0.973	0.002	0.004	1	1	0	0.136	0.136	0.993	0.954	0	0.175	0.005	0.003	0	0.02	0	0.01	0.825	0.016	0	0.01	0.023	0	0	0.849	0.849	0	0	0	0.012	0	0	0	0	0	0	0.017	0.001	0.004	0.004	0	0	0	0	0	0	0.628	0	0	0	0.008	0	0	0	0.057	0	0.995	0	0	0	0	0.989	0	0	0.003	0.003	0	0	0.011	0.011	0.006	0
MMRF_1277_1_BM_CD138pos_pair	0.01	0.858	0	0.006	1	0.946	0.031	0.029	1	0.59	1	0.027	0.951	0.916	0.042	1	0.032	1	1	0	0	0.975	0.982	0	0.593	0	0.108	0.878	0	0	0.749	0.749	1	1	0.688	0.742	0.076	0	1	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0.034	0	0	0.694	0	0.388	0	0	0	0.098	0.101	0	0	0	0	0	0	0	0.037	0	0.034
MMRF_1283_1_BM_CD138pos_pair	0.003	0.021	0	0	1	1	0	0	1	1	0.008	0.008	1	1	0	0.015	0.015	1	1	0	0	0.491	0.988	0.013	0.013	0.05	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.021	0.015	0	0	0.015	0.015	0	0	0	0	0	0	0.647	0.005	0	0	0.024	0.004	0	0	0	0	0	0	0	0	0.038	0	0.148	0.169	0.021	0.021	0	0	0.033	0.033	0.023	0.036
MMRF_1284_1_BM_CD138pos_pair	0.002	0.032	0.006	0.007	0.977	0.977	0	0.017	1	1	0.036	0.036	0	0	0.04	0	0	0.927	0.849	0	0	1	1	0.053	0.053	0.078	0.035	0	0	0.112	0	0	0.001	0.001	0.846	0.852	0.056	0.026	0	0.016	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.047	0.057	0	0	0	0	0.004	0.014	0	0	0	0	0	0	0	0.044	0.006	0.004	0.124	0.114	0	0	0	0	0	0	0.024	0
MMRF_1285_1_BM_CD138pos_pair	0	1	0.019	0	0	1	0.002	0.002	1	1	1	0	1	1	0.002	1	1	1	1	0.001	0.022	0.005	0.003	0.002	0.002	0	0	0.692	0	0	0	0	0	0	0.996	0.996	0	1	0	0	0.003	0.003	0.003	0	0	0.001	0.001	0	0	0	0	0	0	0.621	0	0	0	0	0	0	0	0	0	0	0	0	1	0.988	0.988	0	0.005	0.014	0.007	0.006	0.002	0.002	0	0	1	0	1	0.021
MMRF_1286_1_BM_CD138pos_pair	0.013	0.007	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MMRF_1290_1_BM_CD138pos_pair	0	1	0	0.006	1	1	1	1	0.004	0.01	0	0.014	1	1	0.003	0.006	1	1	1	0	0	1	1	0.003	0	0.009	0	0.912	0	0	0.971	0.971	0.011	0.001	1	0	0	0	1	0	0.016	0.016	0.016	0	0.009	0	0	0	0	0	0	0	0.035	0	0	0	0	0.073	0	0	0.001	0.006	0	0	0	0.008	0	0	0.052	0	0.041	0.024	0	0	0	0	0	0.083	0.003	0.064	0	0.076
MMRF_1293_1_BM_CD138pos_pair	0	0.006	0	0	1	0.673	0.005	0.015	1	1	0.225	0	1	1	0.008	0.014	0.014	1	1	0	0	1	1	0	0	0	0.002	0.05	0	0	0	0	0	0	1	1	0.002	0	0.036	0	0.555	0.002	0.738	0.001	0.008	0.007	0	0	0	0	0	0	0	0.587	0	0	0	0	0	0	1	1	0	0	0.009	0.008	0.002	0	0	0	0.018	0.129	0.013	0.029	0.001	0.001	0	0	0	0.028	0	0.041
MMRF_1300_1_BM_CD138pos_pair	0.012	1	1	1	1	1	0.478	0	0	0	1	0.423	1	1	0	0	0	1	0.997	0	0.475	0.339	0	0.028	0.028	0	0.072	0.539	0	0	0	0	0	0	0.909	0.909	0.039	0.039	0	0.06	0	0	0	0	0	0	0	0	0	0.037	0.029	0.032	0	0	0	0	0.004	0.004	0	0	0.024	0	0	0.058	0	0	1	0	0	0	0.018	0.014	0.117	0.121	0.029	0.036	0	0	0	0	0.028	0
MMRF_1304_1_BM_CD138pos_pair	0.052	0.001	0	0.014	1	1	0	0	1	1	0.048	0.088	1	1	0	0.04	0.04	0.889	0.887	0	0	0.969	0.949	0	0.05	0	0.058	1	0	0	0.408	0.832	0	0	1	1	0	0	0	0	0	0	0	0.014	0.012	0	0	0	0.097	0.314	0	0	0	0	0	0	0.095	0	0	0	0.022	0.01	0	0	0.171	0	0.705	0	0	0	0.093	0	0	0	0.027	0.016	0	0	0.041	0.066	0.041	0.058
MMRF_1307_1_BM_CD138pos_pair	0.007	0.007	0.007	0	0.007	0.007	0.004	0.004	0.009	0.004	0.004	0.004	0.01	0	0.004	0	0	0.019	0.982	0	0	0.007	0.003	0.007	0.007	0	0	0	0	0	0	0	0.007	0.007	0	0	0.008	0.008	0	0	0.024	1	1	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	1	1	0.034	0.046	0	1	0.016	0.012	0	0	0.002	0.002	0	0	0.009	0.007
MMRF_1308_1_BM_CD138pos_pair	0	0	0.001	0.001	0.023	0.021	0.028	0.06	0.018	0.018	0	0	0	0	0.017	0.016	0.016	0.253	0.253	0	0	0.058	0.057	0	0	0.07	0.077	0	0.155	0.155	0	0	0	0	0	0	0.024	0	0	0	0.283	0.283	0.386	0.004	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0.049	0.034	0	0	0.049	0.049	0	0	0	0.04	0	0	0.129	0.128	0.012	0.012	0.104	0.146	0	0.076	0.016	0.095
MMRF_1309_1_BM_CD138pos_pair	0	0	0.026	0.009	0.025	0	0.025	0.015	1	1	0.017	0	1	1	0.023	0.013	0.013	0	0	0.019	0.007	0	0	0.023	0.023	0.054	0.027	1	0.031	0.017	0	0	0.011	0.011	0.928	0.977	0.004	0.004	0	0	0.002	1	0.057	0.009	0	0	0	0.018	0	0	0	0	0	1	0	0	0	0	0.023	0.057	0	0.006	0.029	0.042	0	0	0	0	0	0	0	0	0.077	0.068	0	0	0	0	0	0	0.032	0.121
MMRF_1311_1_BM_CD138pos_pair	0.03	0.03	0.029	0.029	0.187	0.187	0.009	0.035	0.017	0.038	0.046	0.046	0.034	0.034	0.069	0.035	0.035	0.033	0.033	0.009	0.037	0.021	0.011	0.009	0.009	0	0	0.028	0.016	0.042	0.061	0.061	0.043	0.043	0.037	0.037	0.032	0.032	0.009	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0.115	0.115	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1312_1_BM_CD138pos_pair	0	1	0.054	0.065	1	1	0	0	0	1	0.045	0.045	0.899	0.903	0	0.349	0.349	1	0.93	0	0	0.994	0.958	0.059	0.114	0	0	1	0	0.002	0	0	0	0	0.898	0.928	0.075	0	1	0.033	0	0	0.937	0	0	0	0	0	0.036	0.017	0.091	0	0	0	0	0	1	0	0	0	0.077	0.001	0	0	0	0	0.619	1	1	0	0.127	0	0.105	0.139	0.016	0.011	0	0	0	0.093	0	0
MMRF_1318_1_BM_CD138pos_pair	0	0	0.021	0.015	0.92	1	0.018	0.025	0.018	0.018	0.038	0.038	0	0	0	0.036	0.036	1	1	0.007	0.004	0	0	0.037	0.073	0	0	0	0	0.393	0	0	0.009	0.009	0.997	0.998	0.005	0.03	0	0	0	1	0.054	0.048	0	0	0	0	0	0	0	0	0	0	1	0.027	0.071	0	0	0	0	0	0.052	1	0	0	1	0	0	0.037	0.058	1	0.027	0.115	0	0	0	0	0	0	0.002	0.007
MMRF_1320_1_BM_CD138pos_pair	0	1	0	0.03	1	1	0.017	0.035	0	0.019	1	1	0.993	0.958	0.007	0.491	0.491	1	0.901	0	0	1	0.902	0.016	0.047	0	0.133	0.935	0	0	0	0	0.029	0.009	1	0	0.057	0	0	0	0.01	0.01	0.01	0	0.026	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0.065	0.067	0	0	0	0	0.554	0	0	0	0.116	0.054	0.22	0.236	0	0	0	0.27	0	0.071	0.061	0.051
MMRF_1323_1_BM_CD138pos_pair	0.012	1	0	0	0	0.003	0	0	0.951	0.858	0.888	0.602	0	0	0	0.828	0.062	1	0.925	0	0	0	0	0.038	0.038	0	0.056	0.68	0	0	0	0	0	0	0	0	0.061	0.061	1	0.056	0	0	0	0	0.004	0.003	0	0	0.017	0.017	0	0	0	0	0.008	0.002	0.023	0	0	0	0.019	0.014	0.004	0	0	0	0.947	0	0	0	0.007	0.048	0.006	0.066	0.01	0.01	0.076	0.091	0	0	0	0
MMRF_1324_1_BM_CD138pos_pair	0.072	0.775	0.003	0.006	0.974	0.974	0.014	0.014	0.01	0.01	0.027	0.026	0	0	0.081	0.024	0.024	0.035	0	0.014	0.014	0	0	0.058	0.058	0	0	0	0.002	0.002	0	0	0	0	0	0	0.092	0.041	0.967	0.075	0	0.95	0.957	0	0	0	0	0	0	0	0	0	0	0	0.016	0.004	0	0	0	0.076	0	0	0.004	0.01	0	0	0.911	0.84	0	0.025	0	0.004	0.055	0.048	0	0	0.105	0.067	0	0	0	0
MMRF_1325_1_BM_CD138pos_pair	0.006	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.003	0	0	0	0	0.003	0.009	0.007	0.007	0.026	0.003	0.002	0	0	0	0	0	0	0	0	0.018	0.018	0	0	0	0	0	0.01	0.008	0.005	0.006	0.006	0.005	0.009	0.012	0.006	0.006	0.006	0.007	0.004	0.002	0.002	0.008	0.032	0.002	0	0	0	0	0	0	0	0	0	0.006	0.022	0	0.024	0.009	0.009	0.026	0.02	0	0	0.014	0
MMRF_1327_1_BM_CD138pos_pair	0	0.898	0.03	0.022	0	0	0	0	0	0	0	0	0.031	0.03	0	0	0	0.026	0.024	0	0	0	0.009	0	0	0	0	0	0.028	0	0.005	0.014	0.246	0.246	0.188	0.019	0	0.067	0	0.036	0.821	0.821	0.802	0	0	0	0.011	0.011	0.748	0.223	0.011	0.011	0.006	0.006	0	0	0.048	0.048	0	0	0.034	0.056	0.005	0.004	0.035	0.083	0.994	0.99	0.99	0.03	0	0.994	0	0	0	0	0	0	0.008	0	0.002	0
MMRF_1328_1_BM_CD138pos_pair	0.011	0.85	0.009	0.016	0	0	0.011	0	0.211	0.211	0.033	0.034	0	0	0	1	1	0	0.911	0	0	0	0	0.08	0.051	0	0.066	0	0	0.116	0	0	0.004	0.004	0	0	0.066	0.035	0.997	0.055	0	0	0	0	0	0	0.003	0.001	0	0.984	0	0	0	0	0.014	0	0.974	0	0.013	0	0.001	0.006	0.002	0.007	0	0	0.936	0	0	0.007	0.967	0.036	0.034	0.036	0	0	0.067	0.067	0	0	0	0
MMRF_1331_1_BM_CD138pos_pair	0	0	0	0	0.896	0.866	0	0	0.959	0.959	0	0	0.825	0.825	0.015	0.026	0.026	0.84	0.745	0	0	0.033	0.764	0.041	0.041	0	0.043	1	0	0.016	0	0	0	0	0.708	0.712	0.002	0.002	1	0	0.015	0.015	0.015	0.026	0.011	0.015	0	0	0.011	0.011	0	0	0.013	0.865	0	0	0	0	0	0	0.025	0.011	0	0	0	0	0.915	0	0	0	0.04	0	0.144	0.175	0.018	0.018	0	0	0	0	0	0.007
MMRF_1332_1_BM_CD138pos_pair	0.001	0.001	0.008	0.009	0.009	0.009	0	0.006	0.007	0.007	0.012	0.012	0.014	0.005	0.01	0.003	0.003	0.96	0.987	0.004	0.007	0.002	0	0.009	0.003	0	0	0	0	0.027	0	0	0.014	0.014	0	0	0.013	0.013	0.009	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.994	0	0	0.02	0.008	0	0.013	0.014	0	0	0.02	0.011	0	0	0	0.009
MMRF_1338_1_BM_CD138pos_pair	0.001	0	0	0.001	0.003	0.002	0.001	0.001	0	0	0	0	0.376	0.375	0	0.004	0.004	0	0	0.001	0.001	0.01	0.01	0.013	0.013	0.026	0	0	0	0	0	0	0.569	0.569	0	0	0.015	0.015	0	0.008	0	0	0	0.003	0.001	0	0	0	0	0	0.004	0.001	0.002	0.002	0	0	0.001	0	0.017	0.017	0	0	0	1	0	0	0	0.034	0.034	0.003	0.003	0.105	0.012	0.012	0	0	0.01	0.016	0	0	0.002	0
MMRF_1339_1_BM_CD138pos_pair	0.004	0.004	0.003	0.013	0.003	0.018	0.009	0.009	0.01	0.01	0.016	0.016	0	0	0.022	0.014	0.014	0	0.665	0.001	0.001	0	0	0.034	0	0	0.014	0	0	0.722	0.266	0.656	0	0	0.607	0.6	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.035	0	0	0.027	0	0	0.006	0.043	0.032	0	0.876	0.89	0.014	0.873	0.059	0.04	0	0.129	0	0.003	0.003	0	0	0.907	0.46	0	0
MMRF_1342_1_BM_CD138pos_pair	0	0	0	0	0.943	1	0	0	0.971	0.971	0.024	0	0	0	0.023	0.016	0.016	1	1	0	0	1	1	0.129	0	0.11	0.037	0.878	1	0.049	0	0	1	0.176	0.725	0.76	0.043	0	0.913	0	0.001	0.001	0.001	0	0.021	0	0	0	0.011	0.011	0	0	0	0.971	0.064	0.091	0	0	0	0	0.009	0.022	0	0	0	0.954	0	0	0	0	0	0	1	0.577	0	0	0	0	0	0.004	0	0.007
MMRF_1344_1_BM_CD138pos_pair	1	0.956	1	0.015	1	1	0	0	1	1	1	0	1	1	0.009	0.023	1	1	0.921	1	1	0	0	0.055	0.055	0	0.096	1	0	0	0	0	1	1	1	1	0.035	0.035	0	0.012	0	0	0	0	0	0	0	0	0.015	0.009	0	0	0	0.398	0	0	0	0	0	0	0	0	0.056	0.065	0	0	1	0	0	0	0.048	0.056	0.095	0.144	0	0	0	0	0	0	0.037	0
MMRF_1348_1_BM_CD138pos_pair	0.015	0.001	0	0	0.014	0	0.004	0.004	0	0	0.049	0.049	0	0	0	0	0	0	0	0.032	0.032	0	1	0.039	0.039	0	0	0	0	0	0	0	0.005	0.005	0	0	0	0	0.023	0	0	0	0	0.454	0.461	0.461	0	0.013	0	0	0.016	0.016	0	0	0.019	0.017	0.456	0.456	0.026	0.059	0	0	0.059	0	0	0	0.518	0	0	0.023	0.453	0.002	0	0.041	0	0	0.031	0.034	0.445	0.443	0	0.502
MMRF_1349_1_BM_CD138pos_pair	0.028	0.828	0	0	0	0	0.004	0.004	0	0	0.007	0.007	0	0	0.007	0.014	0.014	0	0	0	0	0	0.005	0.016	0	0	0.035	0	0	0	0	0	0	0	0	0	0.055	0.022	0	0.019	0	0	0	0	0.007	0.002	0.01	0.01	0	0	0.017	0	0	0	0.02	0.013	0	0	0.033	0.042	0.009	0	0.004	0	0	0.17	0.921	0	0	0.021	0.022	0.014	0.048	0.056	0.008	0.008	0.075	0.073	0	0	0.016	0
MMRF_1352_1_BM_CD138pos_pair	0.002	0.009	0	0.001	0	0	0	0	0	0	0.008	0.008	0	0	0.005	0.004	0.004	0.575	0.558	0	0	0.563	0.562	0.011	0.014	0.018	0.012	0	0.001	0.011	0	0	0	0	0	0	0.005	0.005	0	0	0	0	0	0	0.002	0	0.016	0.016	0.001	0.001	0	0.641	0	0	0.023	0.023	0	0	0	0	0.002	0.003	0	0	0	0	0	0	0	0.025	0	0	0.038	0.037	0.003	0.003	0.027	0.027	0	0	0.005	0.003
MMRF_1354_1_BM_CD138pos_pair	0.001	0.001	0	0	1	1	0	0	1	1	1	0.791	1	1	0	0.026	0.026	0.981	0.982	0	0	0	0	0	0.024	0.034	0.01	1	0	0.002	0	0	0	0	0.977	0.537	0.007	0.014	1	0	0	1	0	0.031	0.038	0.022	0	0	0.048	0.037	0	0	0	0	0	0	0.69	0.001	0	0	0.005	1	0.068	0.04	0.824	0	0	0	0	0	0.026	0	0.054	0.081	0.027	0.027	0	0	0	0	0	0.01
MMRF_1355_1_BM_CD138pos_pair	0	0.996	0	0.001	0	0	0.004	0.014	0.01	1	0.016	0.016	0	0	0	0.023	0.023	1	1	0	0	0	0	0.055	0.055	0	0	1	0	0	0	0	1	1	0.929	0.967	0.024	0.006	0.003	0.018	0.071	0.071	0.071	0	0.006	0	0.015	0.006	0	0	0	0	0	0	0.917	0.029	0	0	0	0	0.416	0.014	0.094	0.014	0	0	1	0.654	0	0	0.043	0.045	0.094	0.092	0	0	0	0	0	0	0	0
MMRF_1356_1_BM_CD138pos_pair	0.024	0.844	0	0	0	0	0	0	0	0	0.966	0.009	0	0	0.009	0.021	0.021	0.008	0.405	0	0	0.001	0.009	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0.026	0.026	0	0.018	0	0	0	0	0.008	0.008	0.008	0.01	0.006	0.006	0.003	0.003	0	0	0.017	0.016	0	0	0	0	0.012	0.009	0	0	0.001	0	0.944	0.899	0.902	0.02	0.035	0.047	0	0.062	0.01	0.01	0.044	0.025	0	0	0.021	0
MMRF_1358_1_BM_CD138pos_pair	0	0.001	0	0	1	1	0	0	1	1	0.009	0.009	0	0	0	0	0	1	1	0	0.001	0	0	0.025	0.025	0.031	0.024	1	0.016	0.016	0	0	0	0	1	1	0.023	0.014	0	0.017	0	0	0.531	0	0.008	0.008	0	0	0.006	0.013	0	0	0	0	0.045	0.045	0	0	0	0	0	0	0.045	0.045	0	0	0	0	0	0	0	0	0.038	0.066	0.009	0.009	0	0	0	0	0.007	0
MMRF_1359_1_BM_CD138pos_pair	0.043	0.878	0	0	0	0	0	0	0	0.003	0.012	0.029	0	0	0	0.022	0.022	0.006	0	0	0	0.012	0.022	0	0.047	0	0	0.006	0	0	0	0	0	0	0	0	0.063	0.039	0	0.076	0	0	0	0	0.026	0.084	0.012	0.014	0.001	0.013	0.016	0	0	0	0.02	0.009	0.985	0	0	0.104	0.501	0	0	0.019	0.972	0	1	0.923	0	0	0.026	0.028	0	0.034	0.019	0.019	0.052	0.045	0	0	0.028	0
MMRF_1360_1_BM_CD138pos_pair	0	0	0	0	0.948	0.882	0	0	0.98	0.973	0	0.042	0.836	0.84	0.025	0.035	0.035	1	1	0	0	0.78	0.79	0.067	0.067	0	0.067	1	0	0	0	0	0	0	0.606	0.654	0.094	0.094	0	0.021	0	0	0	0.01	0.016	0.003	0	0	0.014	0.006	0	0	0.015	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.88	0	0	0	0.042	0.039	0.116	0.244	0.016	0.016	0	0	0	0	0.027	0
MMRF_1361_1_BM_CD138pos_pair	0.025	1	0.004	0.006	0	0	0	0.016	0.01	0.005	0.958	0	0	0	0.017	0.001	0.001	0.027	0	0	0	0.029	0	0.03	0.03	0	0	0	0	0.003	0	0	0	0	0	0	0.027	0.027	0	0.071	0	0	0	0	0	0	0.015	0.006	0.014	0	0	0	0	0.966	0.017	0.995	0	0	0	0.044	0.007	0.023	0	0.001	0	0	0.952	0.858	0.858	0.019	0.01	0.013	0.032	0.016	0.046	0.046	0.063	0.036	0	0	0.007	0
MMRF_1365_1_BM_CD138pos_pair	0.007	0.019	0.007	0	0	0	0.002	0	0.003	0.003	0.011	0	0	0	0.002	0.013	0.013	0	0	0	0	0	0.99	0.011	0.011	0.014	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.04	0	0.001	0	0	0	0.988	0.005	0.007	0	0	0.012	0.012	0.008	0	0.008	0.016	0	0	0	0	0	0.024	0.009	0.031	0.025	0.03	0.005	0.005	0.024	0.024	0.006	0.006	0.012	0.018
MMRF_1371_1_BM_CD138pos_pair	0	0	0	0	0.944	0.944	0	0	0.983	0.994	1	0	0.903	0.905	0.014	0.024	0.024	0.87	0.799	0	0	0.677	0.848	0.048	0.048	0.101	0.046	0.895	0	0	0	0	0.99	0.99	0.806	0.807	0.049	0	1	0	0.002	0.002	0.002	0.019	0.022	0.016	0	0	0.026	0.02	0	0	0	0.584	0	0	0	0	0	0	0.017	0.004	0	0	0	0	0	0	0	0	0.025	0.008	0.111	0.154	0	0	0	0	0	0.006	0	0.003
MMRF_1377_1_BM_CD138pos_pair	0	0	0	0	0	0	0	0	0.001	0	0.014	0.015	0	0	0	0	0	0	0	0	0.007	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0.07	0.038	0	0	0.95	0.95	0.95	0.086	0.986	0	0.011	0.077	0.975	0.986	0	0.005	0	0	0.064	0.064	0.895	0.9	0.103	0.103	0.028	0	0.071	0.051	0	0	0.891	0.849	0.849	0.071	0.999	0.979	0.079	0.099	0.001	0.001	0.106	0.116	0	0	0.008	0.861
MMRF_1380_1_BM_CD138pos_pair	0	0	0.005	0.009	0	0	0.016	0.001	0.007	0.007	0.016	0.016	0	0	0	0	0	0	0	0.002	0.013	0	0	0.056	0.056	0	0	0.937	0	0	0	0	0	0	0	0	0.077	0.051	0.997	0	0.016	0.016	0.016	0.018	0	0	0.001	0.025	0	0	0	0	0	0	0.027	0.018	0.974	0.974	0.073	0.073	0	0	0.013	0.036	0	0	0	0.846	0.821	0	0.002	0	0.998	0.27	0.004	0.004	0.063	0.063	0	0	0	0.939
MMRF_1383_1_BM_CD138pos_pair	0.743	0.137	0.662	0.66	0.864	1	0	0	0.657	0.655	1	0.678	0.568	0.573	0	0.043	0.061	1	1	0	0	0.579	0.772	0	0	0	0	1	0	0	0	0	0.635	0.635	1	0.007	0	0	0	0.095	0	0	0	0	0	0	0	0	0.219	0.226	0	0	0	0	0	0	1	0.145	0	0	0.214	0.001	0	0	0.178	0.175	0	0	0	0	0.218	0.034	0.086	0.292	0	0	0	0	0.17	0.185	0.221	0
MMRF_1386_1_BM_CD138pos_pair	0.003	0	0	0	0	0	0.005	0	0	0	0	0.006	0	0.003	0.007	0.007	0.007	0.018	0	0.005	0	0.006	0.006	0.009	0.022	0.03	0	0	0	0	0	0	0.002	0.002	0	0	0.031	0.015	0	0	0	0	0	0.009	0.002	0	0	0.001	0	0.003	0.001	0.001	0.003	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0.85	0	0	0.014	0.029	0.015	0.015	0	0	0.013	0.008	0	0	0.006	0.017
