ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
MMRF_1092_1_BM_CD138pos_pair	2.0039|0.0019	2.0005|0.0016	3.546|0.0052	3.0506|0.003	2.0005|0.0011	2.0005|0.0011	2.0326|0.0013	1.9915|0.0015	3.7331|0.0034	1.9702|0.0025	1.9887|0.0021	1.9751|0.003	1.983|0.0019	1.9964|0.0014	1.9964|0.0014	3.0096|0.006	3.0207|0.0038	1.99|0.0012	2.0058|0.0013	2|0.0024	1.9715|0.0027	2.0003|0.0022	1.9723|0.0024	2.0093|0.0013	2.0115|0.001	3.0358|0.0019	3.0423|0.0024	1.9984|0.0015	2.0146|0.0012	4.0501|0.0036	4.0099|0.0029	2.0026|0.0017	2.0134|0.0012	3.0466|0.0025	3.0406|0.002	2.0064|0.0032	1.9932|0.0018	4.0337|0.0038	3.9291|0.0039	3.0281|0.0039	3.0592|0.0024	1.99|0.0012	1.9894|0.002	1.99|0.0012	2.0027|0.0014	2.0058|0.0013	1.9845|0.0031	1.9845|0.0031	1.9984|0.0015	2.0115|0.001	1.99|0.0012	3.0462|0.002	1.9702|0.0025	1.9723|0.0024
MMRF_1098_1_BM_CD138pos_pair	2.0066|0.0012	2.0066|0.0012	2.0002|0.0016	1.9933|0.0018	2.0321|0.0022	2.0299|0.0012	1.0476|7e-04	1.1264|8e-04	1.9774|0.0019	1.9931|0.0016	1.9931|0.0016	1.9808|0.0016	1.9808|0.0016	1.9998|0.0015	1.9998|0.0015	1.967|0.0035	1.9619|0.0025	2.0152|0.0012	1.943|0.0013	2.0351|0.0017	2.0351|0.0017	2.0087|0.0023	1.0362|0.0018	1.9962|0.0027	2.0024|0.0011	1.9974|0.0014	1.9855|0.0018	2.0236|0.0026	2.0023|0.0013	2.0037|0.001	2.0037|0.001	2.0074|0.0012	2.0062|0.001	1.9814|0.0011	1.9884|0.0017	2.0253|0.0011	2.0253|0.0011	1.9567|0.0012	1.9567|0.0012	1.985|0.0027	1.9845|0.0016	2.0152|0.0012	1.9931|0.0016	2.0152|0.0012	1.1264|8e-04	1.943|0.0013	2.0253|0.0011	2.0253|0.0011	2.0424|0.0046	2.0014|0.0011	2.0152|0.0012	1.9853|0.0014	1.9931|0.0016	1.0335|0.0014
MMRF_1100_1_BM_CD138pos_pair	1.9824|0.0015	1.9941|0.0011	1.9981|8e-04	1.9981|8e-04	1.9878|8e-04	1.9878|8e-04	1.0108|5e-04	1.9945|0.0014	2.1469|0.0012	1.9774|0.0019	1.9851|0.0015	1.9835|0.0017	1.9952|0.0019	1.9928|0.0022	2.0008|0.0012	2.001|0.0017	2.0008|0.0023	1.9977|9e-04	2.013|0.0011	1.9827|0.0018	1.9789|0.0018	2.0057|0.0017	2.0007|0.0027	1.9975|0.001	2.001|9e-04	2.0018|7e-04	2.0026|9e-04	2.0037|0.0014	2.0209|0.0015	2.0058|0.0016	2.0008|8e-04	1.9991|0.0011	1.2921|0.0021	2.0004|8e-04	2.0004|8e-04	2|8e-04	2|8e-04	2.0075|0.0015	1.9881|0.0012	2.0018|7e-04	1.9981|8e-04	1.9977|9e-04	1.9851|0.0015	1.9977|9e-04	1.9997|0.001	2.0122|0.001	2|8e-04	2|8e-04	2.0037|0.0014	2.0019|8e-04	1.9977|9e-04	2.0018|7e-04	1.9774|0.0019	1.9888|0.0021
MMRF_1107_1_BM_CD138pos_pair	1.9997|0.0019	1.9954|0.0013	2.0078|0.0012	2.9778|0.0034	2.0028|0.002	2.0038|0.0012	1.3256|0.0011	1.9817|0.0013	2.8303|0.0019	1.9946|0.0024	1.9886|0.0019	1.9896|0.0028	1.9993|0.0025	2.9869|0.002	2.9869|0.002	2.9903|0.0036	2.9793|0.0046	2.0017|0.0012	3.9895|0.0023	1.9947|0.0022	1.9843|0.0022	2|0.0021	1.968|0.0032	2.003|0.002	2.0029|0.001	2.9933|0.0016	2.9935|0.0013	1.9999|0.0017	2.0058|0.001	2.0287|9e-04	2.0287|9e-04	2.9996|0.0016	2.9996|0.0016	2.0124|0.0016	2.0121|0.0013	1.9448|0.0011	2.3595|0.0022	2.9948|0.0027	2.9868|0.0021	2.9935|0.0013	2.0078|0.0012	1.9997|0.0011	1.9886|0.0019	1.9997|0.0011	2.0015|0.0013	3.9895|0.0023	3.6976|0.0052	3.6976|0.0052	1.9998|0.0017	2.0033|0.001	1.9997|0.0011	2.9935|0.0013	1.9949|0.0024	1.9616|0.0025
MMRF_1108_1_BM_CD138pos_pair	2|0.0012	2|0.0012	2.8004|0.0016	2.8004|0.0016	1.0264|0.0023	2.032|0.002	2.0543|0.0027	2.018|0.0016	2.8974|0.0029	1.9865|0.0037	2.038|0.003	1.912|0.0024	1.8923|0.0027	2.0022|0.0015	2.0022|0.0015	2.8016|0.005	2.8556|0.0039	1.1671|0.0022	1.9809|0.0023	2.0078|0.0026	1.9698|0.0023	2.9635|0.0034	1.983|0.0024	2.0015|0.0018	1.999|0.0011	1.9553|0.0027	1.9319|0.0016	2.0106|0.001	2.0106|0.001	2.963|0.0014	2.963|0.0014	2.0127|0.0018	1.1401|0.001	1.946|0.0011	1.9441|0.0015	1.1871|0.0013	2.0202|0.0013	2.8895|0.003	2.9176|0.008	1.9319|0.0016	2.8004|0.0016	1.1821|0.0092	2.0364|0.0029	2.0411|0.002	2.0172|0.0014	2.0141|0.0019	2.0202|0.0013	2.0202|0.0013	2.0106|0.001	1.999|0.0011	1.1594|0.0019	1.9319|0.0016	1.9709|0.0036	1.983|0.0024
MMRF_1129_1_BM_CD138pos_pair	1.9534|0.0012	1.9534|0.0012	2.0044|0.0014	2.0031|0.0017	2.0346|0.0026	2.0019|0.0012	1.0109|7e-04	1.0216|8e-04	1.9504|0.0022	1.9902|0.0042	1.8076|0.0019	2.0417|0.0046	1.9902|0.0027	2.0086|0.0015	2.0086|0.0015	1.9771|0.0044	1.9857|0.0027	1.9928|0.0022	2.6738|0.0018	1.9956|0.0025	2.0324|0.0046	1.9992|0.0024	1.9648|0.0029	2.0034|0.0021	1.9996|0.0011	2|9e-04	2.0002|0.0012	2.0103|0.0023	2.0482|0.0025	2.0143|0.0032	2.0182|0.0016	1.7874|0.0024	1.0105|0.001	2.004|0.0011	2.004|0.0011	1.9995|0.0017	2.0248|0.0018	2.8267|0.0029	2.8088|0.0034	2|9e-04	2.0017|0.0021	1.9988|0.0016	1.8076|0.0019	2.0058|0.0025	1.0216|8e-04	2.6738|0.0018	2.0114|0.0015	2.0114|0.0015	2.0078|0.0021	1.9996|0.0011	2.0058|0.0025	2|9e-04	1.9907|0.0034	1.9747|0.0026
MMRF_1148_1_BM_CD138pos_pair	1.9971|0.0021	2.0023|0.0014	1.9494|0.0011	1.9494|0.0011	1.309|0.003	2.0544|0.0013	2.0138|0.0022	1.8316|0.0022	2.9709|0.0028	2.031|0.0016	2.031|0.0016	2.9148|0.004	2.9065|0.0039	2.0648|0.0041	3.0533|0.0024	3.7933|0.0068	2.9155|0.0086	2.0438|0.0012	2.9272|0.0018	2.0333|0.0017	2.0333|0.0017	3.0353|0.0033	2.0206|0.0034	1.9989|0.0014	2|0.0015	3.0283|0.0033	2.9963|0.0015	1.9937|9e-04	1.9937|9e-04	3.0499|0.0028	3.0504|0.0017	2.0093|0.0014	0.9567|0.0026	2.963|0.0016	2.9662|0.0021	0.976|0.0011	2.7668|0.004	2.9158|0.0017	2.9158|0.0017	2.9963|0.0015	1.9494|0.0011	2.0375|0.0012	2.031|0.0016	2.0375|0.0012	1.0079|0.0015	2.9272|0.0018	2.9287|0.0188	2.9287|0.0188	1.9937|9e-04	2.0003|0.0013	2.0375|0.0012	2.9963|0.0015	2.031|0.0016	2.0431|0.0026
MMRF_1151_1_BM_CD138pos_pair	2.0031|0.0018	1.994|0.0013	3.035|0.0024	3.2802|0.0024	2.0021|0.001	2.0021|0.001	2.0035|0.0011	2.0005|0.0014	2.849|0.0018	1.9897|0.0027	2|0.0034	1.9856|0.0014	1.9856|0.0014	0.9982|0.0014	0.9993|7e-04	2.9862|0.0053	3.005|0.0033	1.9947|0.001	2.0039|0.0011	1.9826|0.0015	1.9826|0.0015	1.995|0.0019	1.9872|0.0022	1.998|0.0012	2.0006|0.0016	2.0358|8e-04	2.0358|8e-04	1.9926|0.0014	2.0004|0.0013	3.0327|0.0031	3.0423|0.0014	2.001|0.001	0.9654|8e-04	1.9946|0.0015	2.0017|0.0012	2.1533|0.001	2.1533|0.001	4.0653|0.0021	4.0653|0.0021	2.0358|8e-04	3.039|0.0016	1.9947|0.001	2.0024|0.0031	1.9947|0.001	2.0049|0.0012	2.0039|0.0011	2.1533|0.001	2.1533|0.001	1.9926|0.0014	1.9918|0.0019	1.9947|0.001	2.0358|8e-04	1.9907|0.0023	1.9872|0.0022
MMRF_1153_1_BM_CD138pos_pair	2.0031|0.002	2.0058|0.0016	2|9e-04	2|9e-04	2.0015|9e-04	2.0015|9e-04	0.9921|5e-04	1.9953|0.0012	2.8527|0.0022	2.0029|0.0016	1.9505|0.0025	1.9898|0.002	2.0007|0.0026	1.9983|0.0012	1.9983|0.0012	3.0608|0.0046	2.0113|0.0034	2.0045|0.001	2.8851|0.0015	0.9915|0.0015	2.0048|0.0019	1.9948|0.0018	2.0173|0.002	1.9993|0.0011	1.9947|0.0012	2.8215|0.0014	2.945|0.0015	1.9911|0.0015	1.9919|8e-04	2.9915|0.0022	3.8372|0.0038	3.0056|0.002	2.0103|0.001	2.9831|0.002	3.0012|0.0023	1.9711|8e-04	1.9711|8e-04	2.9952|0.0024	3.0036|0.0019	2.9681|0.0016	2|9e-04	2.0045|0.001	2.0029|0.0016	2.0045|0.001	2.0035|0.0011	2.8851|0.0015	1.9711|8e-04	1.9711|8e-04	1.9911|0.0015	1.9969|0.001	2.0045|0.001	2.9681|0.0016	2.0029|0.0016	2.0173|0.002
MMRF_1157_1_BM_CD138pos_pair	2.0023|9e-04	2.0023|9e-04	2.001|0.0013	2.013|0.0015	2.0108|0.0014	2.0052|0.0013	1.9883|0.001	2.0007|0.0017	2.0071|0.0012	2.0323|0.0025	2.0295|0.0025	2.0181|0.0021	2.0307|0.0026	1.9993|0.0026	1.994|0.0013	2.0438|0.0042	2.0311|0.0039	2.0079|0.0011	2.0064|7e-04	2.0066|0.0019	2.0214|0.0021	1.9951|0.0018	2.0333|0.002	1.9977|0.0018	1.9969|8e-04	2.0008|9e-04	1.9947|0.0012	2.0024|0.0015	1.9906|8e-04	1.9914|9e-04	2.0072|0.0012	2|0.0016	1.9956|8e-04	2.0044|0.0018	2.0005|0.0012	1.9986|8e-04	1.9986|8e-04	2.0035|0.001	2.0035|0.001	1.9948|0.0012	2.0039|0.0013	2.0064|7e-04	2.0345|0.0021	2.0064|7e-04	2.0073|0.0011	2.0064|7e-04	1.9986|8e-04	1.9986|8e-04	2.0026|0.0015	1.9969|8e-04	2.0064|7e-04	1.9948|0.0012	2.0322|0.0022	2.0333|0.002
MMRF_1164_1_BM_CD138pos_pair	2.0117|0.0017	2.0128|0.0015	1.9961|0.001	1.9961|0.001	2.0243|0.0021	2.0096|0.0014	1.4332|0.0013	1.4648|0.0027	1.9898|0.0013	1.6541|0.0048	1.0078|0.0022	2.0006|0.0014	2.0006|0.0014	2.0029|0.0018	2.0031|0.0019	1.9786|0.0018	1.9786|0.0018	1.9631|8e-04	1.9631|8e-04	2.0141|0.0015	2.0141|0.0015	2.0009|0.0019	2.0389|0.0021	1.998|0.0012	1.9933|0.001	1.9984|8e-04	2|0.001	1.9925|8e-04	1.9925|8e-04	2.0024|9e-04	2.0012|8e-04	1.9648|8e-04	1.9648|8e-04	1.9861|0.001	1.9871|0.0013	2.0101|9e-04	2.0101|9e-04	2.0098|0.0023	1.9633|0.0013	1.9984|8e-04	1.9961|0.001	1.9631|8e-04	1.9983|0.0024	1.9631|8e-04	1.0501|0.0018	1.9631|8e-04	2.0101|9e-04	2.0101|9e-04	1.9925|8e-04	1.9928|9e-04	1.9631|8e-04	1.9984|8e-04	2.0213|0.0025	2.0389|0.0021
MMRF_1167_1_BM_CD138pos_pair	1.9421|0.0015	1.9513|0.0017	2.9213|0.0016	2.9213|0.0016	2.0067|0.0012	2.0067|0.0012	0.8684|7e-04	2.0856|0.0015	2.9657|0.0021	1.9341|0.0049	0.8435|0.0011	1.9998|0.0024	2.8771|0.0039	1.937|0.0021	1.937|0.0021	3.9457|0.0046	3.5119|0.0057	2.0002|0.002	2.9371|0.0019	2.0219|0.0026	3.1614|0.0036	1.9327|0.0023	2.0793|0.0062	4.2659|0.0027	1.9472|0.0013	3.0721|0.0026	2.973|0.0018	1.9496|0.0019	2.5572|0.0034	4.2333|0.0038	3.0642|0.0027	3.1269|0.0021	2.7315|0.0019	2.977|0.0031	2.9426|0.002	0.8149|0.0011	3.1374|0.0026	2.9905|0.003	2.8592|0.0022	2.973|0.0018	2.9213|0.0016	2.0029|0.0014	0.8435|0.0011	2.0029|0.0014	2.0856|0.0015	2.9371|0.0019	3.158|0.0042	3.158|0.0042	1.9496|0.0019	1.9448|0.0011	1.9955|0.0102	2.973|0.0018	1.9644|0.0032	2.0578|0.0028
MMRF_1169_1_BM_CD138pos_pair	1.9968|0.003	0.9157|0.0034	1.9721|0.0033	1.986|0.0015	1.9923|0.0026	0.9779|0.0032	0.8925|9e-04	1.8868|0.004	4.03|0.0036	1.9565|0.0038	0.9093|0.0027	1.0565|0.0024	2.0018|0.0019	2.0073|0.0023	2.0117|0.0022	3.0442|0.0037	2.8974|0.0058	1.0706|0.0017	2.0052|0.0014	2.0009|0.0038	1.9926|0.0024	2.0112|0.0024	0.8625|0.0016	2.0107|0.0015	2.0134|0.0011	3.1062|0.0026	3.1095|0.0018	1.974|0.0028	2.0044|0.0019	3.0949|0.0038	2.2577|0.0019	2|0.0018	2.0227|0.0016	3.1416|0.0042	3.1185|0.0034	0.8842|0.0013	0.8877|8e-04	1.7677|0.002	1.9924|0.0016	3.1095|0.0018	1.986|0.0015	2.009|0.009	2.009|0.009	1.0856|0.0014	1.9245|0.0016	2.0052|0.0014	0.8877|8e-04	0.8877|8e-04	1.9755|0.0028	2.0134|0.0011	2.0224|0.0049	3.1095|0.0018	1.9732|0.0033	0.8625|0.0016
MMRF_1171_1_BM_CD138pos_pair	1.9974|0.0013	1.9974|0.0013	2.819|0.0018	2.819|0.0018	2.0477|0.0013	2.0477|0.0013	1.0725|8e-04	2.0217|0.0018	3.8007|0.0031	1.9882|0.0028	2.0183|0.0023	1.8753|0.0017	1.8753|0.0017	1.9903|0.0017	1.9903|0.0017	2.7878|0.0037	2.79|0.005	1.9955|0.001	1.9955|0.001	2.0284|0.0019	2.0284|0.0019	1.9866|0.0025	1.027|0.0014	1.9946|0.0015	1.999|0.0012	2.0524|0.0011	2.0524|0.0011	1.9857|0.0021	2.001|0.0012	2.9769|0.0016	2.9769|0.0016	2.027|0.0015	1.127|0.0011	2.0145|0.0012	2.0145|0.0012	2.0189|0.0012	2.0189|0.0012	2.8595|0.0033	2.7645|0.0024	2.0524|0.0011	2.819|0.0018	1.9955|0.001	2.0193|0.0023	1.9955|0.001	2.0305|0.0016	1.9955|0.001	2.0189|0.0012	2.0189|0.0012	1.9857|0.0021	1.999|0.0012	1.9955|0.001	2.0524|0.0011	1.9882|0.0028	1.027|0.0014
MMRF_1178_1_BM_CD138pos_pair	2.0177|0.0022	2.0373|0.002	2.0072|0.0011	2.0072|0.0011	2.0119|0.0011	2.0119|0.0011	1.0165|0.001	2.0332|0.0022	3.0277|0.0028	1.9791|0.0015	1.9791|0.0015	1.9768|0.0015	1.9768|0.0015	1.0577|0.002	1.9631|0.0016	1.9714|0.002	1.9714|0.002	2.0075|0.0012	2.885|0.0018	2.0309|0.0025	2.0173|0.0023	1.9629|0.0022	2|0.0023	1.9957|0.0013	1.9962|0.001	3.02|0.0013	3.02|0.0013	1.9709|0.0015	1.9704|0.0012	2.0302|0.0014	2.0196|0.0015	3.0485|0.0019	3.0293|0.002	2.1657|0.0012	2.168|0.0016	1.9846|0.0011	1.9846|0.0011	2.933|0.0028	2.8531|0.0021	3.02|0.0013	2.0072|0.0011	2.0075|0.0012	1.9791|0.0015	2.0075|0.0012	2.0362|0.0014	2.885|0.0018	1.9846|0.0011	1.9846|0.0011	1.9709|0.0015	1.9962|0.001	2.0075|0.0012	3.02|0.0013	1.9791|0.0015	2|0.0023
MMRF_1179_1_BM_CD138pos_pair	1.9991|0.0014	1.9983|0.001	2.0041|0.002	2.005|0.0015	1.0045|0.001	1.0029|6e-04	1.0058|6e-04	1.579|0.0023	1.9459|0.0013	1.9856|0.0042	1.9992|0.0028	2.0008|0.0023	2.0183|0.0028	1.9892|0.0019	1.9837|0.0021	3.0878|0.0086	1.9543|0.0045	1.0342|0.0018	2.0004|0.0017	1.9895|0.0023	2|0.0022	1.9806|0.0025	1.0232|0.0012	2.0126|0.002	1.9989|0.001	2.0071|0.001	2.0072|8e-04	2.0031|0.0014	2.0093|0.0011	2.0059|0.001	2.0017|0.0013	1.9996|0.0014	2|9e-04	2.0096|0.0015	2.0082|0.001	1.9979|0.001	1.9828|0.0016	2.0051|0.0026	1.9994|0.0014	2.0072|8e-04	2.0053|0.0015	2|0.0016	1.9952|0.002	1.0342|0.0018	1.578|0.002	2.0022|0.0014	2.0094|0.003	2.0094|0.003	2.0031|0.0014	1.9989|0.001	2.0022|0.0014	2.0072|8e-04	1.9893|0.0034	1.0232|0.0012
MMRF_1180_1_BM_CD138pos_pair	1.9956|0.0011	1.9956|0.0011	2.0201|0.0016	2.0198|0.0029	2.0201|0.0011	2.0201|0.0011	1.0567|7e-04	2.059|0.0014	1.9647|0.0024	1.9869|0.0025	1.9905|0.0019	1.9774|0.0024	1.9609|0.0021	1.9975|0.0015	1.9975|0.0015	1.93|0.0033	1.9372|0.0021	2.0291|0.0012	3.7206|0.0023	2.0265|0.0017	2.0503|0.0022	1.974|0.0026	2.0353|0.0024	1.9957|0.0014	1.9986|0.0014	1.9896|9e-04	1.9922|0.0012	2.0059|9e-04	2.0059|9e-04	2.0043|0.001	2.0043|0.001	2.0096|0.001	2.0096|0.001	1.9902|0.0011	1.9958|0.0017	2|0.0022	2.0048|0.0016	2.0152|0.0029	1.9577|0.0015	1.9896|9e-04	1.9916|0.002	2.0291|0.0012	1.9905|0.0019	2.0291|0.0012	2.059|0.0014	3.7206|0.0023	2.0054|0.0012	2.0054|0.0012	2.0059|9e-04	1.9996|0.0012	2.0291|0.0012	1.9896|9e-04	1.9867|0.0025	2.0353|0.0024
MMRF_1185_1_BM_CD138pos_pair	2.0071|0.0013	2.0071|0.0013	1.9891|0.0013	1.9891|0.0013	2.0197|0.0014	2.0563|0.006	1.584|0.0012	1.6226|0.0013	2.0284|0.003	1.9748|0.0018	1.9748|0.0018	2|0.0018	2|0.0018	2.0017|0.0017	2.0017|0.0017	2.0026|0.0024	2.0026|0.0024	1.7003|0.0015	1.6932|0.0013	1.8063|0.0026	1.8218|0.0024	1.994|0.0026	2.0584|0.0028	2.0036|0.0016	1.9991|0.0014	1.9932|0.001	1.9955|0.0014	1.9911|0.0011	1.9911|0.0011	1.992|0.0022	1.9989|0.0013	2.0061|0.0011	2.0061|0.0011	1.9891|0.0016	1.9913|0.0019	2.0076|0.0013	2.0083|0.0014	2.0639|0.0015	2.0639|0.0015	1.9932|0.001	1.9891|0.0013	1.696|0.0012	1.9748|0.0018	1.696|0.0012	1.6226|0.0013	1.6932|0.0013	2.0076|0.0013	2.0076|0.0013	1.9911|0.0011	1.9972|0.0012	1.696|0.0012	1.9932|0.001	1.9748|0.0018	2.0584|0.0028
MMRF_1188_1_BM_CD138pos_pair	1.9768|0.0011	1.9768|0.0011	3.3883|0.0016	3.3812|0.0021	2.0479|0.0012	2.0479|0.0012	2.0854|0.0013	2.1316|0.0015	3.4311|0.002	1.9884|0.0016	1.9884|0.0016	1.8783|0.0024	1.8442|0.002	1.9495|0.0015	1.9495|0.0015	4.7396|0.0061	4.7567|0.006	2.0253|0.0016	2.9535|0.0016	2.2489|0.0026	2.271|0.0035	3.533|0.0031	2.0731|0.0033	3.1515|0.0018	2.4706|0.0019	3.4714|0.0012	3.4714|0.0012	1.944|0.0018	1.942|0.0011	4.7187|0.0016	4.7187|0.0016	3.6048|0.0014	3.6048|0.0014	3.4085|0.0018	3.4055|0.0026	2|0.0011	2|0.0011	4.8997|0.0035	4.8519|0.0025	3.4714|0.0012	3.3883|0.0016	2.0203|0.0013	1.9884|0.0016	2.0203|0.0013	2.1316|0.0015	2.9535|0.0016	2|0.0011	2|0.0011	1.944|0.0018	2.1069|0.0014	2.0203|0.0013	3.4714|0.0012	1.9884|0.0016	2.0703|0.0026
MMRF_1189_1_BM_CD138pos_pair	1.9852|0.002	1.9767|0.0014	1.9986|0.0014	0.9907|0.0015	2.0051|0.001	2.0051|0.001	1.9955|0.0013	1.0001|0.0013	1.9843|0.0014	1.9803|0.0036	1.9516|0.0026	1.9814|0.0028	1.9852|0.0026	2.0093|0.0013	2.0093|0.0013	1.9637|0.0045	1.9702|0.0035	1.3085|0.0025	3.1937|0.0018	2.0121|0.0022	1.9905|0.0021	1.9993|0.002	1.9822|0.0022	2.0085|0.0014	2.0084|8e-04	2.0109|0.0012	2.0117|0.0013	1.9979|0.0017	2.006|0.0012	2.0007|0.0017	2.0135|0.001	2.002|0.0015	2.0087|0.0014	2.0097|0.0015	2.0023|0.0013	1.9961|0.0029	2.0095|0.0011	2.0077|0.0023	2.0629|0.0014	2.0118|0.0011	0.2029|0.0016	1.9855|0.0011	1.3863|0.0077	1.9855|0.0011	1.0001|0.0013	3.1937|0.0018	2.0095|0.0011	2.0095|0.0011	1.9981|0.0016	2.0084|8e-04	1.3085|0.0025	2.0118|0.0011	1.9737|0.0034	1.9822|0.0022
MMRF_1195_1_BM_CD138pos_pair	2.9|0.0024	2.8114|0.0015	3.0116|0.0014	3.0116|0.0014	1.9346|0.0016	2.0641|0.001	1.0014|7e-04	1.9966|0.0012	2.8217|0.0022	1.909|0.0012	1.909|0.0012	2.0324|0.0013	2.0324|0.0013	1.9885|0.0012	1.9885|0.0012	3.7935|0.0034	3.7935|0.0034	2.0034|0.0013	2.963|0.0015	2.8201|0.004	2.7698|0.0026	1.9946|0.002	1.9363|0.002	2.0078|7e-04	2.0078|7e-04	2.0108|7e-04	2.0104|9e-04	1.9693|0.0015	1.9945|0.0011	3.0279|0.0012	3.0279|0.0012	2.0153|8e-04	2.0153|8e-04	2.0422|9e-04	2.0422|9e-04	1.5596|0.0014	2.0059|0.0014	3.027|0.0024	2.9779|0.0019	2.0108|7e-04	3.0116|0.0014	1.9945|0.001	1.909|0.0012	1.9945|0.001	2.0066|0.0011	2.963|0.0015	2.0113|0.0011	2.0113|0.0011	1.9693|0.0015	2.0078|7e-04	2.0091|0.0026	2.0108|7e-04	1.909|0.0012	1.9363|0.002
MMRF_1202_1_BM_CD138pos_pair	1.9877|0.0027	2.0001|0.0021	2.0212|0.0032	1.9912|0.002	2.0011|0.0026	2.055|0.0059	1.0709|0.0011	2.0485|0.0029	1.9795|0.0017	1.9903|0.005	1.9999|0.0034	1.992|0.0035	1.922|0.0036	1.9796|0.0038	2.0024|0.0019	1.9832|0.0037	1.9545|0.003	2.0154|0.0014	2.82|0.0021	1.9841|0.0042	2.0083|0.0027	1.9861|0.0026	1.3232|0.0041	1.9904|0.0017	2.0003|0.0026	1.9994|0.0025	1.9965|0.002	2.0181|0.0021	2.0161|0.0016	2.0083|0.0026	2.0077|0.0013	2.0002|0.0015	2.0148|0.0017	1.9922|0.0013	1.9986|0.002	2.0288|0.0039	2.0204|0.0026	2.0564|0.0048	1.9492|0.0017	1.9798|0.0031	1.9903|0.0016	2.0154|0.0014	1.958|0.0031	2.0154|0.0014	2.0301|0.0017	2.82|0.0021	2.018|0.0032	2.018|0.0032	2.018|0.0021	1.9882|0.0037	2.0154|0.0014	2.0011|0.0016	1.9968|0.0036	2.0639|0.0066
MMRF_1210_1_BM_CD138pos_pair	1.9998|0.001	1.9998|0.001	2.9953|0.0015	2.9953|0.0015	2.0084|0.0021	2.0084|0.0012	1.9984|0.0011	2.001|0.0013	3.6809|0.0024	1.9819|0.0023	1.976|0.0016	1.991|0.0034	2.012|0.0017	1.9889|0.0013	1.9889|0.0013	3.999|0.004	3.999|0.004	2.0035|0.002	2.0082|0.0011	2.9949|0.0023	2.9949|0.0023	2.9899|0.003	2.0016|0.0032	3.0049|0.0018	2.9944|0.0014	1.9975|8e-04	2.0001|0.001	2.9769|0.0021	2.9843|0.0024	2.997|0.0013	2.997|0.0013	2.0027|0.0014	2.0004|9e-04	2.9973|0.0019	2.9978|0.0021	1.9921|0.0019	1.9999|0.0014	3.9733|0.0035	3.9736|0.0027	1.9975|8e-04	2.9953|0.0015	2.0069|0.0013	1.976|0.0016	2.0069|0.0013	2.0072|0.0012	2.0082|0.0011	2.8085|0.0689	2.8085|0.0689	2.9769|0.0021	2.9944|0.0014	2.0034|0.0028	1.9975|8e-04	1.9907|0.0034	1.9935|0.0024
MMRF_1216_1_BM_CD138pos_pair	1.4201|0.0021	2.0039|0.0012	2.0221|0.0019	2.0011|0.0014	2.0191|0.0022	2.0319|0.0013	1.0622|7e-04	2.0667|0.0014	2.4952|0.0045	1.9895|0.0025	1.9808|0.002	1.9459|0.0027	1.9459|0.0027	1.9981|0.0015	1.9981|0.0015	1.919|0.0034	1.9377|0.0037	2.0658|0.0032	3.6963|0.0041	2.0288|0.0017	2.0288|0.0017	1.9972|0.0022	2.0163|0.0047	2.987|0.002	1.9997|0.001	1.9924|9e-04	1.9924|9e-04	2.3818|0.0048	2.0122|0.0012	2.0224|0.0016	2|0.0018	2.0144|0.001	2.0144|0.001	1.9759|0.0016	1.9861|0.0021	1.6418|0.0018	2.0137|0.0012	1.9829|0.0012	1.9829|0.0012	1.9924|9e-04	2.0011|0.0014	2.0336|0.0014	1.9808|0.002	2.0336|0.0014	2.0667|0.0014	3.641|0.0066	2.0137|0.0012	2.0137|0.0012	2.3818|0.0048	1.9997|0.001	2.0658|0.0032	1.9924|9e-04	1.9897|0.0025	2.0267|0.0031
