sample	KRAS	NRAS	IGLL5	TENT5C	DIS3	TRAF3	BRAF	DUSP2	TP53	FGFR3	ATM	DNAH5	EGR1	HIST1H1E	CYLD	MAX
MMRF_2715_1_BM_CD138pos	0	0	0	0	0	0	0	0	0.794|0.611|0.946	0	0	0	0	0	0	0
MMRF_2716_1_BM_CD138pos	0	0.626|0.458|0.838	0	0	0	0	0.487|0.255|0.883	0	0	0	0	0	0	0	0	0
MMRF_2718_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2719_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	1|0.908|1	0	0.893|0.645|1	0	0
MMRF_2721_1_BM_CD138pos	0	0.949|0.764|1	1|1|1	1|0.837|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2722_1_BM_CD138pos	0	0	0	0	0.969|0.857|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2723_1_BM_CD138pos	0	0.887|0.729|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2727_1_BM_CD138pos	0.814|0.704|0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2728_1_BM_CD138pos	0.141|0.062|0.313	0.135|0.07|0.258	0	0	0	0	0.998|0.769|1	0	0	0	0	0	0	0	0	0
MMRF_2729_1_BM_CD138pos	0.727|0.624|0.838	0	0	0	0	0	0	1|0.788|1	0	0	0	0	0	0	0	0
MMRF_2730_1_BM_CD138pos	1|0.862|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2731_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2732_1_BM_CD138pos	0	0	0	0	0	0.064|0.028|0.142	0	0	0	0	0	0	0	0.954|0.804|1	0	0
MMRF_2733_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2734_1_BM_CD138pos	0.385|0.222|0.635	0.282|0.186|0.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2737_1_BM_CD138pos	0	0.948|0.785|1	0.393|0.322|0.47	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2738_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2739_1_BM_CD138pos	0.831|0.731|0.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2742_1_BM_CD138pos	0	0	0	0	0	0	0.611|0.402|0.899	0	0	0	0	0	0	0	0	0
MMRF_2743_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2745_1_BM_CD138pos	0.177|0.088|0.345	0	0	0	0.119|0.053|0.256	0	0	0	0	0	0	0	0	0	0	0
MMRF_2746_1_BM_CD138pos	0.956|0.732|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2752_1_BM_CD138pos	0	0.905|0.729|1	0.105|0.061|0.177	0.74|0.583|0.916	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2753_1_BM_CD138pos	0.804|0.571|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2754_1_BM_CD138pos	0	1|1|1	0	0.589|0.454|0.753	1|0.787|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2755_1_BM_CD138pos	1|0.912|1	0	0	0.465|0.304|0.685	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2757_1_BM_CD138pos	0	0	0	0	0	0.535|0.413|0.659	0	0	0	0	0	0.621|0.483|0.779	0	0	0	0
MMRF_2758_1_BM_CD138pos	0.145|0.08|0.26	0	0.899|0.687|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2760_1_BM_CD138pos	0	1|0.843|1	0	0	0	1|1|1	0	0	0	0	0	0	0	0	0	0.991|0.84|1
MMRF_2761_1_BM_CD138pos	0	0	0	0	0.936|0.836|0.996	0	0	0	0	0	0	0	0	0	0	0
MMRF_2762_1_BM_CD138pos	0.833|0.59|1	0	0	0	0.139|0.073|0.257	0	0	0	0	0	0	0	1|0.845|1	0	0.186|0.076|0.413	0
MMRF_2763_1_BM_CD138pos	0.72|0.606|0.845	0	0	0	0	0	0	0	0	0	0	0	0	1|0.871|1	0	0
MMRF_2764_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615|0.467|0.758	0
MMRF_2765_1_BM_CD138pos	0	0	0	0.329|0.217|0.49	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2767_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2768_1_BM_CD138pos	0	0.163|0.081|0.321	0	0	0	0	0	0.665|0.471|0.904	0	0	0	0	0	0	0	0
MMRF_2769_1_BM_CD138pos	0.698|0.516|0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2770_1_BM_CD138pos	0	0	0	0	0	0.107|0.053|0.211	0	0	0	0	0	0	0	0	0	0
MMRF_2772_1_BM_CD138pos	0.145|0.053|0.394	0.305|0.244|0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2774_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	1|1|1	0	0	0
MMRF_2776_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2778_1_BM_CD138pos	0.932|0.802|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077|0.038|0.153	0
MMRF_2779_1_BM_CD138pos	0.619|0.511|0.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2782_1_BM_CD138pos	0	0.775|0.577|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2787_1_BM_CD138pos	0.79|0.574|1	0	1|0.864|1	0	0	0	0	0	0	0	0	0	0	0.924|0.779|1	0	0
MMRF_2788_1_BM_CD138pos	1|1|1	0	0.843|0.622|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2789_1_BM_CD138pos	0	0	0	0.276|0.182|0.404	0	0	0.201|0.082|0.467	0	0	0	0	0	0	0	0	0
MMRF_2792_1_BM_CD138pos	1|1|1	0	0.335|0.264|0.416	0	0.788|0.655|0.932	0	0	0	0	0	0	0	0	0	0	0
MMRF_2793_1_BM_CD138pos	0	0	0	0	0	0	1|0.74|1	0	0	0	0	0	0	0	0	0
MMRF_2794_1_BM_CD138pos	0	1|0.846|1	0	1|0.949|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2795_1_BM_CD138pos	0	0.73|0.542|0.956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2801_1_BM_CD138pos	1|0.767|1	0	0	0	0	0.199|0.103|0.376	0	0	0	0	0	0	0	0	0	0
MMRF_2805_1_BM_CD138pos	0	0.941|0.722|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396|0.224|0.649
MMRF_2808_1_BM_CD138pos	0.892|0.67|1	0	0	0	0.638|0.514|0.78	0	0	0	0	0	0	0	0	0	0	0
MMRF_2814_1_BM_CD138pos	0.874|0.754|0.998	0	0	0	0	0.789|0.666|0.897	0	0	0	0	0	0	1|1|1	0	0	0
MMRF_2815_1_BM_CD138pos	0.238|0.106|0.514	0	0	0	0	0	0	0	0	0.421|0.301|0.577	0	0	0	1|1|1	0	0
MMRF_2816_1_BM_CD138pos	0	0.224|0.174|0.286	0	0	0	0	0	0	0	0	0	0	0	0	0.291|0.205|0.366	0
MMRF_2817_1_BM_CD138pos	0	0	0.016|0.008|0.029	0	0.167|0.103|0.266	0	0	0	0	0	0	0	0	0	0	0
MMRF_2818_1_BM_CD138pos	0.117|0.052|0.26	0.657|0.513|0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2819_1_BM_CD138pos	0	0.875|0.77|0.986	0	0	1|0.965|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2820_1_BM_CD138pos	1|0.93|1	0	0	0	0	0	0.329|0.165|0.615	0	0	0	0	0	0	0	0	0
MMRF_2821_1_BM_CD138pos	1|0.967|1	0	0	0	0	1|1|1	0	0	0	0	0	0	0	0	0	0
MMRF_2822_1_BM_CD138pos	0	0.354|0.234|0.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2823_1_BM_CD138pos	0	0	0	0	0	1|0.949|1	0	0	0	0	0	0	0	0	0	0
MMRF_2826_1_BM_CD138pos	0	0	0	1|0.838|1	0.951|0.796|1	0.124|0.055|0.263	0	0	0	0	0	0	0	0	0	0
MMRF_2828_1_BM_CD138pos	0.901|0.812|0.977	0	0	0	0	0	0	0	0	0	0	0	0.936|0.751|1	0	0	0
MMRF_2830_1_BM_CD138pos	0	1|0.813|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2831_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515|0.384|0.678	0	0
MMRF_2832_1_BM_CD138pos	0	0.687|0.59|0.791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2833_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0.961|0.646|1	0	0	0	0	0
MMRF_2834_1_BM_CD138pos	0	0	0	1|0.812|1	0	1|0.859|1	0.156|0.057|0.422	1|0.98|1	0	0	0	0	0	0	0	0
MMRF_2835_1_BM_CD138pos	0	0	0	0	0	0	0.338|0.15|0.726	0	0	0	0	0	0	0	0	0
MMRF_2836_1_BM_CD138pos	0	0	0.696|0.362|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2838_1_BM_CD138pos	0.191|0.131|0.276	0	0	0	0	0	0	0	0	0.204|0.116|0.348	0	0	0	0	0	0
MMRF_2840_1_BM_CD138pos	0.962|0.831|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2847_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149|0.073|0.253	0
MMRF_2848_1_BM_CD138pos	0	0	0	0.607|0.437|0.826	0	0	0	0	0	0.199|0.088|0.442	0	0	0	0	0	0
MMRF_2851_1_BM_CD138pos	0	0	1|0.862|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2853_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
